seed,method,next_count,decision,risk,bank_risk,stopping_threshold,continue_collapsed,long_continue_collapsed,actual_collapsed,actual_score,decision_latency_seconds,generation_latency_seconds,prediction_invocation_id,applied_vla_motor_steps,diagnostic_technical_failure
68000,extratrees,6,place,0.03387935415823042,0.004439274097245573,0.5,False,False,False,6,0.14097545799995714,,,72,
68000,extratrees,7,place,0.0018107476635514017,0.029350231743392872,0.5,False,False,False,7,0.13586774999998852,,,72,
68000,extratrees,8,place,0.0066095131222806405,0.004816656308266004,0.5,False,False,False,8,0.1359062090000407,,,72,
68000,extratrees,9,bank,0.5264363339469892,0.1069107841125338,0.5,False,False,False,8,0.11880187499991735,,,0,
68000,acwm,1,place,0.049489806051511924,,0.5,False,False,False,1,2.734531251000135,1.6194913239999096,9495a574-0784-4681-a750-801ea6718dbe,72,
68000,acwm,2,place,0.0409837003965276,,0.5,False,False,False,2,2.929549251000026,1.689673030999984,30949089-ff73-49b5-a89c-b654bf53567d,72,
68000,acwm,3,place,0.06070812126946741,,0.5,False,False,False,3,2.8794543760000124,1.7018281629998455,a812a767-04de-4351-b5b8-cc551234955a,72,
68000,acwm,4,place,0.06579744361263455,,0.5,False,False,False,4,2.971920627000145,1.6845525649998763,a4b6bd15-79ab-4a29-8df4-8f703ed6dc12,72,
68000,acwm,5,place,0.06581185993880122,,0.5,False,False,False,5,2.999436627000023,1.699629810000033,f8972dd3-c0e4-4e12-bd4b-156ea5c2a6ee,72,
68000,acwm,6,place,0.07109488144045971,,0.5,False,False,False,6,2.7143576260000373,1.4600710189999972,654d5162-9342-447e-8d44-a474553d90e6,72,
68000,acwm,7,place,0.04484718446294797,,0.5,False,False,False,7,2.5948421269999926,1.4982651850000366,254bc8e2-c865-4269-9b41-94a905b1f06f,72,
68000,acwm,8,place,0.18443279477430854,,0.5,False,False,False,8,2.665802458999906,1.484580643000072,fedb8c3c-be4b-478b-8a29-a73341c79aa8,72,
68000,acwm,9,place,0.056268052092478066,,0.5,False,False,False,9,2.9110283349998554,1.7063757340001757,419a01b4-e8a4-4eca-b364-f9fc54fef88c,72,
68000,acwm,10,bank,0.8527340654361382,,0.5,True,True,False,9,2.670468043000028,1.4926918229998591,f0a8fb84-561b-4caf-815f-d2ac184ebda2,0,
68001,vla,1,place,,,,False,False,False,1,7.920000371086644e-07,,,72,
68001,vla,2,place,,,,False,False,False,2,9.160000900010346e-07,,,72,
68001,vla,3,place,,,,False,False,False,3,6.24999984211172e-07,,,72,
68001,vla,4,place,,,,False,False,False,4,5.82999973630649e-07,,,72,
68001,vla,5,place,,,,False,False,False,5,6.669999947916949e-07,,,72,
68001,vla,6,place,,,,False,False,False,6,5.419999524747254e-07,,,72,
68001,vla,7,place,,,,False,True,False,7,6.24999984211172e-07,,,72,
68001,vla,8,place,,,,True,True,True,0,7.500000265281415e-07,,,0,
68001,rule,1,place,,,,False,False,False,1,1.0840001323231263e-06,,,72,
68001,rule,2,place,,,,False,False,False,2,1.0840001323231263e-06,,,72,
68001,rule,3,place,,,,False,False,False,3,9.160000900010346e-07,,,72,
68001,rule,4,place,,,,False,False,False,4,1.1249999261053745e-06,,,72,
68001,rule,5,place,,,,False,False,False,5,1.0839999049494509e-06,,,72,
68001,rule,6,place,,,,False,False,False,6,1.0829999155248515e-06,,,72,
68001,rule,7,place,,,,False,True,False,7,9.580001005815575e-07,,,72,
68001,rule,8,bank,,,,True,True,True,0,7.079997885739431e-07,,,0,
68001,width_rule,1,place,,,,False,False,False,1,2.2500000795844244e-06,,,72,
68001,width_rule,2,place,,,,False,False,False,2,1.7500001376902219e-06,,,72,
68001,width_rule,3,place,,,,False,False,False,3,1.832999942052993e-06,,,72,
68001,width_rule,4,place,,,,False,False,False,4,1.4590000319003593e-06,,,72,
68001,width_rule,5,place,,,,False,False,False,5,1.582999857419054e-06,,,72,
68001,width_rule,6,place,,,,False,False,False,6,1.7500001376902219e-06,,,72,
68001,width_rule,7,bank,,,,False,True,False,6,1.500000053056283e-06,,,0,
68001,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.11196204199995918,,,72,
68001,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.11774149999996553,,,72,
68001,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.12398791700002221,,,72,
68001,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.12646687500000553,,,72,
68001,extratrees,5,place,0.002100271002710027,0.002100271002710027,0.5,False,False,False,5,0.1344672919999539,,,72,
68001,extratrees,6,place,0.06311686150901644,0.03318241781837871,0.5,False,False,False,6,0.13773233400002027,,,72,
68001,extratrees,7,bank,0.9515257040817466,0.04874832803119162,0.5,False,True,False,6,0.14142337500015856,,,0,
68001,acwm,1,place,0.04958382426229155,,0.5,False,False,False,1,2.6503315850000035,1.5397225320000416,cb26654b-9762-46d7-872e-7bb40814c759,72,
68001,acwm,2,place,0.09383165925841046,,0.5,False,False,False,2,2.934072835000052,1.747454130000051,af8ca7a2-1cb5-4a55-b3f4-36aed7b0ac86,72,
68001,acwm,3,place,0.050748793229259084,,0.5,False,False,False,3,2.947921418000078,1.7248062319999917,bfb90813-12f4-4512-a681-1e48b43e24f4,72,
68001,acwm,4,place,0.09118903588960807,,0.5,False,False,False,4,2.70138566799983,1.5933574309999585,2ab804d7-de33-477c-8bdc-3c47d76dd19f,72,
68001,acwm,5,bank,0.8349401302252952,,0.5,False,False,False,4,2.918105376000085,1.6872148580000612,a18eba8c-13bf-4689-ac70-b6db33fff906,0,
68002,vla,1,place,,,,False,False,False,1,8.750000688451109e-07,,,72,
68002,vla,2,place,,,,False,False,False,2,8.749998414714355e-07,,,72,
68002,vla,3,place,,,,False,False,False,3,5.839999630552484e-07,,,72,
68002,vla,4,place,,,,False,False,False,4,7.079997885739431e-07,,,72,
68002,vla,5,place,,,,False,False,False,5,7.49999799154466e-07,,,72,
68002,vla,6,place,,,,False,False,False,6,5.82999973630649e-07,,,72,
68002,vla,7,place,,,,False,False,False,7,6.24999984211172e-07,,,72,
68002,vla,8,place,,,,False,False,False,8,7.920000371086644e-07,,,72,
68002,vla,9,place,,,,False,False,False,9,8.33000058264588e-07,,,72,
68002,vla,10,place,,,,False,False,False,10,5.839999630552484e-07,,,72,
68002,rule,1,place,,,,False,False,False,1,1.0000001111620804e-06,,,72,
68002,rule,2,place,,,,False,False,False,2,1.1249999261053745e-06,,,72,
68002,rule,3,place,,,,False,False,False,3,8.749998414714355e-07,,,72,
68002,rule,4,place,,,,False,False,False,4,8.750000688451109e-07,,,72,
68002,rule,5,place,,,,False,False,False,5,1.041000132318004e-06,,,72,
68002,rule,6,place,,,,False,False,False,6,9.99999883788405e-07,,,72,
68002,rule,7,place,,,,False,False,False,7,9.170000794256339e-07,,,72,
68002,rule,8,place,,,,False,False,False,8,9.580001005815575e-07,,,72,
68002,rule,9,place,,,,False,False,False,9,1.041000132318004e-06,,,72,
68002,rule,10,place,,,,False,False,False,10,9.590000900061568e-07,,,72,
68002,width_rule,1,place,,,,False,False,False,1,1.7079998997360235e-06,,,72,
68002,width_rule,2,place,,,,False,False,False,2,1.500000053056283e-06,,,72,
68002,width_rule,3,place,,,,False,False,False,3,1.5420000636368059e-06,,,72,
68002,width_rule,4,place,,,,False,False,False,4,1.7079998997360235e-06,,,72,
68002,width_rule,5,place,,,,False,False,False,5,1.6669998785801e-06,,,72,
68002,width_rule,6,place,,,,False,False,False,6,1.207999957841821e-06,,,72,
68002,width_rule,7,place,,,,False,False,False,7,1.500000053056283e-06,,,72,
68002,width_rule,8,place,,,,False,False,False,8,1.7499999103165464e-06,,,72,
68002,width_rule,9,bank,,,,False,False,False,8,1.500000053056283e-06,,,0,
68002,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.15096349999998893,,,72,
68002,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.12278733299990563,,,72,
68002,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.14928183400002126,,,72,
68002,extratrees,4,place,0.0018107476635514017,0.0018107476635514017,0.5,False,False,False,4,0.15443487499987896,,,72,
68002,extratrees,5,place,0.0035268681241359895,0.0018107476635514017,0.5,False,False,False,5,0.13840412500007915,,,72,
68002,extratrees,6,place,0.04127832625581332,0.0035268681241359895,0.5,False,False,False,6,0.12478491699994265,,,72,
68002,extratrees,7,place,0.0034322409211691757,0.013553750397693036,0.5,False,False,False,7,0.13495270800012804,,,72,
68002,extratrees,8,place,0.0,0.0018107476635514017,0.5,False,False,False,8,0.1269847920000302,,,72,
68002,extratrees,9,place,0.44364835217656456,0.005432242990654205,0.5,False,False,False,9,0.14959220900004766,,,72,
68002,extratrees,10,bank,0.7640651379279592,0.5132462528137858,0.5,False,False,False,9,0.1409507079999912,,,0,
68002,acwm,1,place,0.06937124419726329,,0.5,False,False,False,1,2.9510237510000934,1.71788079199996,0e7a5454-3cd6-4d85-9197-3a3f897c301c,72,
68002,acwm,2,place,0.05724067430199112,,0.5,False,False,False,2,2.8562876269998014,1.7231435490000422,184c840d-bd2c-44a1-b61e-a9bf7e68a7ab,72,
68002,acwm,3,place,0.05533972875435735,,0.5,False,False,False,3,2.9372883350001757,1.7156536379998215,4b8cf714-0e21-4d11-9228-c024429867aa,72,
68002,acwm,4,place,0.07179043760473457,,0.5,False,False,False,4,2.8886705009999787,1.5238035630000013,4cb3ff46-29d5-4e46-b8ce-eb7fbd63c17e,72,
68002,acwm,5,place,0.04800301219648303,,0.5,False,False,False,5,2.8968982930000493,1.6597855059999347,c2338e0f-8433-4952-bf6b-5fcd6bcfde22,72,
68002,acwm,6,place,0.13197640245817235,,0.5,False,False,False,6,2.852809126000011,1.7102015600000868,b6f8e058-d13d-41f0-8f61-4b4f6b891b45,72,
68002,acwm,7,place,0.10002740439684987,,0.5,False,False,False,7,2.883824959999856,1.6736831900000197,f2f38add-eaae-466b-abe4-4edb179a6337,72,
68002,acwm,8,place,0.07498377639187671,,0.5,False,False,False,8,2.7887513350001427,1.6509422970000287,a9b32c80-bd7b-41fa-b4e4-5abdd1a7c093,72,
68002,acwm,9,place,0.05992528815562655,,0.5,False,False,False,9,2.871306709999999,1.6756516409998312,8333d701-2e19-4668-a3b0-b48743249392,72,
68002,acwm,10,place,0.06751376004266808,,0.5,False,False,False,10,2.616278376000082,1.440071448000026,2e1e2df3-3b54-425b-a673-be5f1dd82598,72,
68003,vla,1,place,,,,False,False,False,1,9.170000794256339e-07,,,72,
68003,vla,2,place,,,,False,False,False,2,9.159998626273591e-07,,,72,
68003,vla,3,place,,,,False,False,False,3,7.500000265281415e-07,,,72,
68003,vla,4,place,,,,False,False,False,4,7.500000265281415e-07,,,72,
68003,vla,5,place,,,,False,False,False,5,7.500000265281415e-07,,,72,
68003,vla,6,place,,,,False,False,False,6,6.669999947916949e-07,,,72,
68003,vla,7,place,,,,True,True,True,0,7.080000159476185e-07,,,72,
68003,rule,1,place,,,,False,False,False,1,9.589998626324814e-07,,,72,
68003,rule,2,place,,,,False,False,False,2,1.12500015347905e-06,,,72,
68003,rule,3,place,,,,False,False,False,3,9.170000794256339e-07,,,72,
68003,rule,4,place,,,,False,False,False,4,8.750000688451109e-07,,,72,
68003,rule,5,place,,,,False,False,False,5,7.500000265281415e-07,,,72,
68003,rule,6,place,,,,False,False,False,6,1.0829999155248515e-06,,,72,
68003,rule,7,place,,,,True,True,True,0,9.590000900061568e-07,,,72,
68003,width_rule,1,place,,,,False,False,False,1,2.2500000795844244e-06,,,72,
68003,width_rule,2,place,,,,False,False,False,2,1.9170001905877143e-06,,,72,
68003,width_rule,3,place,,,,False,False,False,3,1.5420000636368059e-06,,,72,
68003,width_rule,4,place,,,,False,False,False,4,1.4999998256826075e-06,,,72,
68003,width_rule,5,place,,,,False,False,False,5,1.832999942052993e-06,,,72,
68003,width_rule,6,place,,,,False,False,False,6,2.0840000161115313e-06,,,72,
68003,width_rule,7,bank,,,,True,True,False,6,1.6659998891555006e-06,,,0,
68003,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.12259858299989901,,,72,
68003,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.12857574999998178,,,72,
68003,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.1270122089999859,,,72,
68003,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.1171626660000129,,,72,
68003,extratrees,5,place,0.0,0.0,0.5,False,False,False,5,0.11305445800007874,,,72,
68003,extratrees,6,place,0.03767080117900404,0.0,0.5,False,False,False,6,0.12484687500000291,,,72,
68003,extratrees,7,bank,0.9482366490999543,0.050680531755360976,0.5,True,True,False,6,0.12492833399983283,,,0,
68003,acwm,1,place,0.03678145065795501,,0.5,False,False,False,1,2.944573250999838,1.67485392399999,a9eff2f4-1cba-4421-8674-113f3691f61d,72,
68003,acwm,2,place,0.07954181640897043,,0.5,False,False,False,2,2.8785835430001043,1.6792570460002025,21fd2cdd-73aa-47b2-adab-daf190e6fa38,72,
68003,acwm,3,place,0.10901026705081063,,0.5,False,False,False,3,2.8379491679997955,1.6527959869999904,41e69d8c-7172-463a-a581-7b50e2098c1e,72,
68003,acwm,4,place,0.03011918586896864,,0.5,False,False,False,4,2.991167875999963,1.7196383380000952,fff9d7bd-0147-4128-bf1f-96f179324662,72,
68003,acwm,5,bank,0.952619029159961,,0.5,False,False,False,4,2.965378917999942,1.6404227489999812,f0e504f4-cdbc-4c69-be14-8742923a1bcf,0,
68004,vla,1,place,,,,False,False,False,1,1.1249999261053745e-06,,,72,
68004,vla,2,place,,,,False,False,False,2,9.590000900061568e-07,,,72,
68004,vla,3,place,,,,False,False,False,3,7.920000371086644e-07,,,72,
68004,vla,4,place,,,,False,False,False,4,8.749998414714355e-07,,,72,
68004,vla,5,place,,,,False,False,False,5,8.749998414714355e-07,,,72,
68004,vla,6,place,,,,False,False,False,6,1.083000142898527e-06,,,72,
68004,vla,7,place,,,,False,False,False,7,7.920000371086644e-07,,,72,
68004,vla,8,place,,,,False,False,False,8,7.920000371086644e-07,,,72,
68004,vla,9,place,,,,True,True,True,0,7.090000053722179e-07,,,72,
68004,rule,1,place,,,,False,False,False,1,1.083000142898527e-06,,,72,
68004,rule,2,place,,,,False,False,False,2,1.416000031895237e-06,,,72,
68004,rule,3,place,,,,False,False,False,3,9.170000794256339e-07,,,72,
68004,rule,4,place,,,,False,False,False,4,1.041000132318004e-06,,,72,
68004,rule,5,place,,,,False,False,False,5,1.0839999049494509e-06,,,72,
68004,rule,6,place,,,,False,False,False,6,9.99999883788405e-07,,,72,
68004,rule,7,place,,,,False,False,False,7,9.590000900061568e-07,,,72,
68004,rule,8,bank,,,,False,False,False,7,7.920000371086644e-07,,,0,
68004,width_rule,1,place,,,,False,False,False,1,2.207999841630226e-06,,,72,
68004,width_rule,2,place,,,,False,False,False,2,1.7919999208970694e-06,,,72,
68004,width_rule,3,place,,,,False,False,False,3,2.9579998681583675e-06,,,72,
68004,width_rule,4,place,,,,False,False,False,4,1.500000053056283e-06,,,72,
68004,width_rule,5,place,,,,False,False,False,5,1.7079998997360235e-06,,,72,
68004,width_rule,6,place,,,,False,False,False,6,1.2919999790028669e-06,,,72,
68004,width_rule,7,place,,,,False,False,False,7,1.4170000213198364e-06,,,72,
68004,width_rule,8,place,,,,False,False,False,8,1.4579998151020845e-06,,,72,
68004,width_rule,9,bank,,,,True,True,False,8,1.5410000742122065e-06,,,0,
68004,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.12302225000007638,,,72,
68004,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.12505012499991608,,,72,
68004,extratrees,3,place,0.0036214953271028034,0.0036214953271028034,0.5,False,False,False,3,0.11183137500006524,,,72,
68004,extratrees,4,place,0.0049251774385860765,0.00709483029412919,0.5,False,False,False,4,0.11577087599994229,,,72,
68004,extratrees,5,place,0.009264483149672303,0.009264483149672303,0.5,False,False,False,5,0.11779616700005135,,,72,
68004,extratrees,6,place,0.036651131442954996,0.005284082630577788,0.5,False,False,False,6,0.11392795799997657,,,72,
68004,extratrees,7,place,0.038564729519169956,0.03119103155859718,0.5,False,False,False,7,0.12640341600013016,,,72,
68004,extratrees,8,place,0.10125576327464934,0.0859529917764438,0.5,False,False,False,8,0.12747208399991905,,,72,
68004,extratrees,9,bank,0.5556747167135767,0.13677068336886422,0.5,True,True,False,8,0.1377556249999543,,,0,
68004,acwm,1,place,0.07318913591856274,,0.5,False,False,False,1,2.9523278350000055,1.711377033999952,aecd036d-8988-4908-9fab-e4bdd0a73d79,72,
68004,acwm,2,place,0.08321853315476824,,0.5,False,False,False,2,2.928669085000138,1.710597165000081,6897681e-362a-47a6-8de8-625684af6506,72,
68004,acwm,3,place,0.06167735501670144,,0.5,False,False,False,3,2.7709175009999854,1.6075697430001128,4dd32974-b39b-490e-9ba1-0a7e1357f432,72,
68004,acwm,4,place,0.16563902058974211,,0.5,False,False,False,4,2.9930734179999945,1.5956481419998454,d2070e6b-8bb2-4693-9aaf-8513e95f963c,72,
68004,acwm,5,place,0.13200281369246186,,0.5,False,False,False,5,2.771655835000047,1.5196541000000252,104daa4d-c9b0-4721-b328-9b27d816418f,72,
68004,acwm,6,place,0.12106090719383539,,0.5,False,False,False,6,2.6454822929999864,1.5030315690000862,a631f799-c02a-46fd-b939-71728a0cd5ca,72,
68004,acwm,7,place,0.06426211961347754,,0.5,False,False,False,7,2.6880112920000556,1.5508526079997864,32e979e6-54bd-42fb-abf3-3b529040fdaf,72,
68004,acwm,8,place,0.0991299844000851,,0.5,False,False,False,8,2.7219480010001007,1.5941369540000778,2a37be40-4273-49fa-b3e1-34cb8c598af8,72,
68004,acwm,9,bank,0.947401496657082,,0.5,True,True,False,8,2.7670278350001354,1.6377398579998044,2685398b-fcdb-4be9-a02f-3c5cdb8eb83a,0,
68005,vla,1,place,,,,False,False,False,1,8.329998308909126e-07,,,72,
68005,vla,2,place,,,,False,False,False,2,1.0829999155248515e-06,,,72,
68005,vla,3,place,,,,False,False,False,3,7.909998203103896e-07,,,72,
68005,vla,4,place,,,,False,False,False,4,7.500000265281415e-07,,,72,
68005,vla,5,place,,,,False,False,False,5,7.080000159476185e-07,,,72,
68005,vla,6,place,,,,False,False,False,6,1.1669999366858974e-06,,,72,
68005,vla,7,place,,,,False,True,False,7,6.669999947916949e-07,,,72,
68005,vla,8,place,,,,True,True,True,0,6.660000053670956e-07,,,0,
68005,rule,1,place,,,,False,False,False,1,9.170000794256339e-07,,,72,
68005,rule,2,place,,,,False,False,False,2,1.0000001111620804e-06,,,72,
68005,rule,3,place,,,,False,False,False,3,1.12500015347905e-06,,,72,
68005,rule,4,place,,,,False,False,False,4,1.207999957841821e-06,,,72,
68005,rule,5,place,,,,False,False,False,5,1.0420001217426034e-06,,,72,
68005,rule,6,place,,,,False,False,False,6,8.340000476891873e-07,,,72,
68005,rule,7,place,,,,False,True,False,7,8.33000058264588e-07,,,72,
68005,rule,8,bank,,,,True,True,True,0,7.920000371086644e-07,,,0,
68005,width_rule,1,place,,,,False,False,False,1,2.2920000901649473e-06,,,72,
68005,width_rule,2,place,,,,False,False,False,2,1.666000116529176e-06,,,72,
68005,width_rule,3,place,,,,False,False,False,3,1.8339999314775923e-06,,,72,
68005,width_rule,4,place,,,,False,False,False,4,1.374999783365638e-06,,,72,
68005,width_rule,5,place,,,,False,False,False,5,1.874999952633516e-06,,,72,
68005,width_rule,6,place,,,,False,False,False,6,1.4170000213198364e-06,,,72,
68005,width_rule,7,bank,,,,False,True,False,6,1.6670001059537753e-06,,,0,
68005,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.14093550000006871,,,72,
68005,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.1291367920000539,,,72,
68005,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.14286695800001326,,,72,
68005,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.12517445800017413,,,72,
68005,extratrees,5,place,0.0,0.0,0.5,False,False,False,5,0.12453033299993876,,,72,
68005,extratrees,6,place,0.02577192182960189,0.0,0.5,False,False,False,6,0.15211120799995115,,,72,
68005,extratrees,7,bank,0.9178193897140892,0.03255839553740974,0.5,False,True,False,6,0.14219166699990637,,,0,
68005,acwm,1,place,0.046491486730878655,,0.5,False,False,False,1,2.858944375999954,1.6371193999998468,072858f6-c3b7-4858-ac55-1d7810efb3e2,72,
68005,acwm,2,place,0.03261564468007928,,0.5,False,False,False,2,2.7245470430000296,1.6686015959999168,7b628049-1620-4acf-86be-32d83af22ac7,72,
68005,acwm,3,place,0.04821278265138416,,0.5,False,False,False,3,2.4930011680000916,1.4406260410000868,0446ab7f-dd37-4f7c-9cb1-dab8c468e9ac,72,
68005,acwm,4,place,0.13932562224323322,,0.5,False,False,False,4,2.5584130849999838,1.5151112240000657,6ea65bf9-c0b9-4ddf-9923-37ba3e968d58,72,
68005,acwm,5,place,0.1280835500274786,,0.5,False,False,False,5,2.7718775009998353,1.577090120000321,665cafaf-4555-484a-95d7-b2e6fe8714f4,72,
68005,acwm,6,place,0.1149643412186289,,0.5,False,False,False,6,2.878365252000094,1.6693411119999837,727e5106-30c0-4467-8b39-99e4b6de5db8,72,
68005,acwm,7,bank,0.8968463293427235,,0.5,False,True,False,6,2.944736126999942,1.7136737099999664,4b2eb340-f4a1-4ace-9be2-3aedb4ebbce2,0,
68006,vla,1,place,,,,False,False,False,1,9.170000794256339e-07,,,72,
68006,vla,2,place,,,,False,False,False,2,8.340002750628628e-07,,,72,
68006,vla,3,place,,,,False,False,False,3,9.99999883788405e-07,,,72,
68006,vla,4,place,,,,False,False,False,4,7.500002539018169e-07,,,72,
68006,vla,5,place,,,,False,False,False,5,8.749998414714355e-07,,,72,
68006,vla,6,place,,,,False,False,False,6,1.1249999261053745e-06,,,72,
68006,vla,7,place,,,,False,False,False,7,9.99999883788405e-07,,,72,
68006,vla,8,place,,,,False,False,False,8,7.500002539018169e-07,,,72,
68006,vla,9,place,,,,False,True,False,9,8.750002962187864e-07,,,72,
68006,vla,10,place,,,,True,True,True,0,6.250002115848474e-07,,,72,
68006,rule,1,place,,,,False,False,False,1,1.1669999366858974e-06,,,72,
68006,rule,2,place,,,,False,False,False,2,9.99999883788405e-07,,,72,
68006,rule,3,place,,,,False,False,False,3,1.0830003702722024e-06,,,72,
68006,rule,4,place,,,,False,False,False,4,8.329998308909126e-07,,,72,
68006,rule,5,place,,,,False,False,False,5,8.750002962187864e-07,,,72,
68006,rule,6,place,,,,False,False,False,6,9.159998626273591e-07,,,72,
68006,rule,7,place,,,,False,False,False,7,9.99999883788405e-07,,,72,
68006,rule,8,place,,,,False,False,False,8,1.1249999261053745e-06,,,72,
68006,rule,9,bank,,,,False,True,False,8,9.58000327955233e-07,,,0,
68006,width_rule,1,place,,,,False,False,False,1,2.1250002646411303e-06,,,72,
68006,width_rule,2,place,,,,False,False,False,2,1.8330001694266684e-06,,,72,
68006,width_rule,3,place,,,,False,False,False,3,1.6670001059537753e-06,,,72,
68006,width_rule,4,place,,,,False,False,False,4,1.791999693523394e-06,,,72,
68006,width_rule,5,place,,,,False,False,False,5,1.6250000953732524e-06,,,72,
68006,width_rule,6,place,,,,False,False,False,6,1.7500001376902219e-06,,,72,
68006,width_rule,7,place,,,,False,False,False,7,1.9590002011682373e-06,,,72,
68006,width_rule,8,place,,,,False,False,False,8,1.7910001588461455e-06,,,72,
68006,width_rule,9,bank,,,,False,True,False,8,2.3749998945277184e-06,,,0,
68006,extratrees,1,place,0.0,0.0,0.5,False,False,False,1,0.12864270799991573,,,72,
68006,extratrees,2,place,0.0,0.0,0.5,False,False,False,2,0.1477791669999533,,,72,
68006,extratrees,3,place,0.0,0.0,0.5,False,False,False,3,0.1265302500000871,,,72,
68006,extratrees,4,place,0.0,0.0,0.5,False,False,False,4,0.12427508300015688,,,72,
68006,extratrees,5,place,0.0018107476635514017,0.0018107476635514017,0.5,False,False,False,5,0.12238008300028014,,,72,
68006,extratrees,6,place,0.003888867077208891,0.0018107476635514017,0.5,False,False,False,6,0.1289621249998163,,,72,
68006,extratrees,7,place,0.0035268681241359895,0.003888867077208891,0.5,False,False,False,7,0.1264198750000105,,,72,
68006,extratrees,8,place,0.019668710536551382,0.02166235046371976,0.5,False,False,False,8,0.132979874999819,,,72,
68006,extratrees,9,bank,0.5025144387769085,0.04042665394880948,0.5,False,True,False,8,0.11592654200012475,,,0,
68006,acwm,1,place,0.07009528134798586,,0.5,False,False,False,1,2.822031625999898,1.708770462999837,6302610c-b812-445a-a053-bbd3e534c2e8,72,
68006,acwm,2,place,0.14935434959770105,,0.5,False,False,False,2,2.922263208000004,1.722786129999804,7e573c72-9a83-4523-b10f-484815b7e2ec,72,
68006,acwm,3,place,0.08618857735940197,,0.5,False,False,False,3,2.8943132929998683,1.6880588899998656,a2c37879-ff20-4771-a750-f0bd0eba70c3,72,
